X,Y,ObjectId,ogcfid,title,description,url_1,create_date,last_date,numeric_1,date_1,date_2,list_1,datum_exportu,GlobalID
1846959.146,6304141.1546,1,8388,František Kaláb,"malíř, významný organizátor kulturního života ve 30. a 40. letech 20. století v Brně",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=1762,2019/02/07 00:00:00+00,2020/04/01 00:00:00+00,,1908/11/11 00:00:00+00,1950/12/04 00:00:00+00,63,2023/08/17 00:00:00+00,{5C0EA6DE-A225-4932-A1D7-120B11D4041A}
1846816.0114,6303977.2214,2,7862,Vítězslava Kaprálová,"hudební skladatelka	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=171,,2023/03/24 00:00:00+00,,1915/01/24 00:00:00+00,1940/06/16 00:00:00+00,63,2023/08/17 00:00:00+00,{9F12B714-560A-4A80-AB99-C72187C11302}
1847518.4485,6303698.2802,3,8389,Jaroslav Kallab,"profesor trestního práva a dějin právní filozofie na Právnické fakultě Masarykovy univerzity v Brně, předseda Zemské péče o mládež v Brně a zakladatel časopisu Péče o mládež",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=163,2019/02/07 00:00:00+00,2019/02/07 00:00:00+00,,1879/06/24 00:00:00+00,1942/02/10 00:00:00+00,65,2023/08/17 00:00:00+00,{1DACFFDA-FCC6-46BC-9F82-05B679946502}
1847409.9788,6303692.1168,4,8390,Josef Kantor,"profesor lesního šlechtitelství a zalesňován; v letech 1958–1963 rektor Vysoké školy zemědělské v Brně",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2806,2019/02/07 00:00:00+00,2019/02/07 00:00:00+00,,1917/01/11 00:00:00+00,1985/03/11 00:00:00+00,64,2023/08/17 00:00:00+00,{EC2D6570-28EB-425E-87E6-DE295ED50C5C}
1846807.2617,6303932.7823,5,7863,Jan Trefulka,"spisovatel, dramatik	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=16223,,2023/03/24 00:00:00+00,,1929/05/15 00:00:00+00,2012/11/22 00:00:00+00,63,2023/08/17 00:00:00+00,{CD0FE076-E3F9-4A41-BC86-026089190E7A}
1847355.3989,6303480.3334,6,8560,Adolf Kellner,"profesor slovanské jazykovědy, dialektolog, bohemista a romanista",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=13944,2019/02/16 00:00:00+00,2019/02/16 00:00:00+00,,1904/03/27 00:00:00+00,1953/05/31 00:00:00+00,64,2023/08/17 00:00:00+00,{EBFD372D-B3AD-4590-9BC0-A5BC69E2ED27}
1847094.6664,6303997.9087,7,7864,Ignatz Vališ,"	ředitel 1. c. k. slovanského gymnázia v Brně	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=3987,,,,1861/07/20 00:00:00+00,1941/11/14 00:00:00+00,61,2023/08/17 00:00:00+00,{F0648E56-D484-47ED-9C46-790FF810ACB8}
1846814.7646,6304090.1252,8,8561,Bohumil Kladivo,"geodet, astronom, vysokoškolský pedagog - profesor brněnské české techniky a Masarykovy univerzity v Brně",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=819,2019/02/16 00:00:00+00,2019/02/16 00:00:00+00,,1888/06/24 00:00:00+00,1943/02/08 00:00:00+00,64,2023/08/17 00:00:00+00,{0FDC56D9-D50F-41DF-82F4-CC2A1712EABA}
1847272.1987,6303866.0729,9,7865,Marie Bakalová,"koncertní a operní pěvkyně	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=16,,2023/03/24 00:00:00+00,,1904/04/07 00:00:00+00,1992/10/18 00:00:00+00,63,2023/08/17 00:00:00+00,{4E9BEA81-805C-45C4-B046-5772C2B44B9F}
1847540.8349,6303779.5285,10,8562,Herman Klebek,senior a farář evangelické obce v Brně,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31768,2019/02/16 00:00:00+00,2019/02/16 00:00:00+00,,1845/05/09 00:00:00+00,1906/12/15 00:00:00+00,52,2023/08/17 00:00:00+00,{0093C1A3-7B92-473D-9BF0-D153419753A1}
1846777.929,6303930.671,11,7866,Zora Šemberová,"tanečnice, choreografka, pedagožka	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31115,,2023/03/24 00:00:00+00,,1913/03/13 00:00:00+00,2012/10/09 00:00:00+00,63,2023/08/17 00:00:00+00,{78C03D47-B582-4401-AF15-EAD22BBFF821}
1847361.1541,6304067.9223,12,8563,Theodor Kletzl,"majitel realit, stavitel nájemních domů v Brně",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=25462,2019/02/16 00:00:00+00,2019/02/16 00:00:00+00,,1849/02/14 00:00:00+00,1911/10/22 00:00:00+00,,2023/08/17 00:00:00+00,{9DEE4290-13F6-4753-B49A-68EE7A4AFD76}
1847377.5626,6304071.7022,13,7867,Jaroslav Kursa,"	autor československé (české) vlajky	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=6028,,,,1875/10/12 00:00:00+00,1950/06/12 00:00:00+00,64,2023/08/17 00:00:00+00,{7EAB0897-65F5-47E8-AE08-A73F2AD5E98C}
1847342.586,6303849.5403,14,8564,Arnold Klíčník,"komerční rada, majitel opticko-mechanického závodu v Brně, význačná osobnost českého Brna",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=12524,2019/02/16 00:00:00+00,2019/02/16 00:00:00+00,,1857/07/08 00:00:00+00,1935/05/15 00:00:00+00,61,2023/08/17 00:00:00+00,{BDFE0C79-04AC-4637-8387-F8D642D9A053}
1847347.484,6303325.079,15,7868,František Kalivoda,"	architekt	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=14055,,2020/07/29 00:00:00+00,,1913/04/09 00:00:00+00,1971/05/18 00:00:00+00,51,2023/08/17 00:00:00+00,{77D8DEB4-CF18-4A3A-9637-F8955A874617}
1846932.5295,6304166.746,16,8565,Antonín Klobouk,"profesor buiatriky Vysoké školy zvěrolékařské v Brně, objevitel nakažlivé obrny prasat (Těšínské choroby tradované jako Kloboukova choroba prasat), pracoval na výzkumu slintavky a kulhavky, rektor Vysoké školy veterinární v letech 1946",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2695,2019/02/16 00:00:00+00,2023/03/06 00:00:00+00,,1855/09/18 00:00:00+00,1956/11/12 00:00:00+00,64,2023/08/17 00:00:00+00,{7AA4168F-92A0-4AA8-B879-D44ACCDAA528}
1846822.8353,6304056.3101,17,7869,Jaroslav Kvapil,"hudební skladatel, dirigent	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=213,,2023/03/24 00:00:00+00,,1892/04/21 00:00:00+00,1958/02/18 00:00:00+00,63,2023/08/17 00:00:00+00,{68506879-14C9-47CF-BD97-3828FBA90767}
1846745.5128,6304064.1083,18,8566,Jan Knies,"učitel; významný moravský archeolog a paleontolog",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=186,2019/02/16 00:00:00+00,2019/02/16 00:00:00+00,,1860/11/26 00:00:00+00,1937/03/05 00:00:00+00,64,2023/08/17 00:00:00+00,{D9B64000-5DE6-4421-9AA3-563C2D95EA7B}
1847530.304,6303625.5115,19,7870,Antonín Zhoř,"spisovatel a legionář	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=10775,,2023/03/24 00:00:00+00,,1896/01/18 00:00:00+00,1965/04/03 00:00:00+00,63,2023/08/17 00:00:00+00,{C7E6CD61-AE21-4F13-9778-0545E519CF4B}
1847531.8848,6303270.9389,20,8567,Josef Knop,"profesor chemie organické, anorganické a analytické, v letech 1932–1933 rektor Vysoké školy zemědělské v Brně",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2796,2019/02/16 00:00:00+00,2019/02/16 00:00:00+00,,1885/05/20 00:00:00+00,1964/03/11 00:00:00+00,64,2023/08/17 00:00:00+00,{02CE1A19-8F0F-48A8-972A-B648B5D60BFA}
1847165.6325,6303904.1608,21,7871,František Kusák,"	účastník domácího odboje, politický vězeň	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=1914,,2018/11/12 00:00:00+00,,1891/11/01 00:00:00+00,1974/04/27 00:00:00+00,66,2023/08/17 00:00:00+00,{8E4CDBD4-EB88-45A7-8006-15590175856F}
1847223.7636,6303864.3192,22,7872,Václav Halíř,"sólista opery	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2661,,2023/03/24 00:00:00+00,,1926/09/28 00:00:00+00,1999/03/22 00:00:00+00,63,2023/08/17 00:00:00+00,{40266C79-377D-4D7A-9B27-4437288708A5}
1847178.1448,6303907.0213,23,8568,Miroslav Knoz,divadelní a filmový herec,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31512,2019/02/16 00:00:00+00,2023/03/24 00:00:00+00,,1918/03/07 00:00:00+00,2010/02/14 00:00:00+00,63,2023/08/17 00:00:00+00,{BFA11500-E268-46A6-A879-8C2E1DE7F03B}
1847430.239,6303429.7848,24,8569,Otokar Kočířík,"restauratér v Brně, účastník vzpoury v boce Kotorské",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=22730,2019/02/16 00:00:00+00,2019/02/16 00:00:00+00,,1887/03/19 00:00:00+00,1933/09/29 00:00:00+00,60,2023/08/17 00:00:00+00,{3F9E64F6-4C03-43D3-9273-DD99A4EACCCF}
1847082.3544,6304147.0118,25,7873,Olga Fridrichová,"malířka, grafička	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=12165,,2019/02/23 00:00:00+00,,1941/10/13 00:00:00+00,2017/03/23 00:00:00+00,63,2023/08/17 00:00:00+00,{4A62C448-D1F3-418A-9634-15E32AD85A6B}
1846886.2317,6303959.4627,26,8570,Josef Kohout,hudební skladatel a pedagog,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=12772,2019/02/16 00:00:00+00,2019/02/16 00:00:00+00,,1895/10/29 00:00:00+00,1958/02/12 00:00:00+00,63,2023/08/17 00:00:00+00,{67C87535-1D00-48EB-9F1A-52028EE8F6A5}
1847281.2823,6303899.3594,27,7875,Jindřich Krška,"	ředitel Lloyd-Filmu, a.s.	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31265,,2018/11/12 00:00:00+00,,1896/11/07 00:00:00+00,1938/02/21 00:00:00+00,60,2023/08/17 00:00:00+00,{87E617BE-83C9-4316-BA18-13A1DBCA7C99}
1846852.7134,6303982.4145,28,7876,Josef Axmann,"	sochař	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=13,,2020/04/01 00:00:00+00,,1891/03/03 00:00:00+00,1947/06/03 00:00:00+00,63,2023/08/17 00:00:00+00,{CB76DB70-D3B7-490C-96A3-7BFE629F6095}
1847264.4174,6304041.5479,29,8571,František Koláček,"profesor geografie na PřF MU v Brně, zakladatel jejího zeměpisného ústavu",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=187,2019/02/16 00:00:00+00,2019/02/16 00:00:00+00,,1881/12/09 00:00:00+00,1942/05/07 00:00:00+00,64,2023/08/17 00:00:00+00,{415C14D7-A2E6-4675-B0DF-6F4FA8ADF72A}
1846807.4287,6303934.8935,30,7877,Rudolf Pečman,"	muzikolog, publicista	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=8670,,,,1931/04/12 00:00:00+00,2008/12/16 00:00:00+00,64,2023/08/17 00:00:00+00,{133691B4-2357-49BE-871A-3EE25DE964B0}
1847264.4286,6304041.4287,31,8572,Miroslava Koláčková,lékařka v Brně,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=188,2019/02/16 00:00:00+00,2019/02/16 00:00:00+00,,1892/08/09 00:00:00+00,1979/10/23 00:00:00+00,54,2023/08/17 00:00:00+00,{8225D0D2-7065-4A72-9A4B-9773FBF38BCE}
1846776.5486,6303924.4052,32,7878,Miroslava Figarová,"tanečnice, choreografka, baletní pedagožka	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=16866,,2023/03/24 00:00:00+00,,1917/05/14 00:00:00+00,2013/01/13 00:00:00+00,63,2023/08/17 00:00:00+00,{A6E905FE-C54A-4CD8-827D-AF8C442E7013}
1847294.4514,6303954.4059,33,8573,Bohumír Kolbaba,"cukrář, majitel známé Kolbabovy cukrárny",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=11423,2019/02/16 00:00:00+00,2020/09/24 00:00:00+00,,1895/10/27 00:00:00+00,,60,2023/08/17 00:00:00+00,{FA40DEBF-A81F-4EE1-83E6-24C694E543DB}
1847551.0985,6303629.802,34,7880,Bohuslav Štěchovský,"	šéfredaktor Lidových novin	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=19222,,,,1858/07/17 00:00:00+00,1943/12/04 00:00:00+00,58,2023/08/17 00:00:00+00,{684DE7F8-4726-426B-BE8D-D59C31808AC6}
1846778.9643,6303996.3933,35,7881,Alois Jelínek,"	redaktor Rovnosti	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2496,,,,1898/08/29 00:00:00+00,1954/03/05 00:00:00+00,58,2023/08/17 00:00:00+00,{D863956F-3B1F-42BA-A444-831CFF1E6477}
1847290.6109,6303009.3691,36,7882,Josef Zelený,malíř,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=460,,2020/04/01 00:00:00+00,,1824/03/24 00:00:00+00,1886/05/03 00:00:00+00,63,2023/08/17 00:00:00+00,{0B8AA6F7-1426-4D2E-B693-390196E075A6}
1847260.2318,6303780.3458,37,7883,Břetislav Zahálka,"	geolog, paleontolog, děkan PřF MU	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31839,,,,1883/04/27 00:00:00+00,1958/05/14 00:00:00+00,64,2023/08/17 00:00:00+00,{652CCB4D-4CE9-425C-96EA-DE34E0EB18CD}
1847570.0896,6303683.11,38,7884,Zdeněk Pluhař,"komunistický spisovatel	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31204,,2023/03/24 00:00:00+00,,1913/05/16 00:00:00+00,1991/06/18 00:00:00+00,63,2023/08/17 00:00:00+00,{E4DDEF56-8D3A-413F-80B9-F077B214FA60}
1847113.6686,6303543.3111,39,8575,Ludmila Konečná,"pracovnice v ženském hnutí a v péči o mládež, komunální politička",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=192,2019/02/16 00:00:00+00,2019/02/16 00:00:00+00,,1862/02/24 00:00:00+00,1935/08/30 00:00:00+00,67,2023/08/17 00:00:00+00,{21D8D43D-7BBA-4D5F-8EEA-0166D7A8AF24}
1847262.525,6303917.0839,40,7885,Bedřich Bezděk,"	poslanec, knihtiskař	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31843,,,,1876/07/18 00:00:00+00,1943/08/12 00:00:00+00,61,2023/08/17 00:00:00+00,{22613A3D-2E57-4A7A-84AC-AC05B170DAB9}
1847256.6362,6303859.9093,41,7886,Jaroslav Štěpánek,"houslový virtuos	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2541,,2023/03/24 00:00:00+00,,1905/05/16 00:00:00+00,1970/03/10 00:00:00+00,63,2023/08/17 00:00:00+00,{0C6FB389-C1AB-4CD9-9886-47757CB3B992}
1847113.702,6303543.209,42,8576,Alois Konečný,"učitel; politik",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=194,2019/02/16 00:00:00+00,2019/02/16 00:00:00+00,,1858/02/23 00:00:00+00,1923/09/19 00:00:00+00,65,2023/08/17 00:00:00+00,{E226D039-42D6-4FAA-B7A3-EFF461C65B58}
1847569.6778,6303587.6631,43,7887,Karel Křepelka,"	básník, redaktor, esejista	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=14180,,2023/06/21 00:00:00+00,,1946/01/30 00:00:00+00,1999/04/13 00:00:00+00,63,2023/08/17 00:00:00+00,{2D67D242-A906-4350-8F5A-A214594AE914}
1847299.561,6303494.5498,44,8577,Miloslav Kopřiva,"architekt, pedagog",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=12195,2019/02/16 00:00:00+00,2020/07/29 00:00:00+00,,1894/01/30 00:00:00+00,1968/03/11 00:00:00+00,50,2023/08/17 00:00:00+00,{F7A087C2-98D3-45D3-82C4-685D624B0A7B}
1846814.4752,6303960.91,45,7888,Jaroslav Auerswald,"herec, režisér	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=1571,,2023/03/24 00:00:00+00,,1870/06/29 00:00:00+00,1931/01/29 00:00:00+00,63,2023/08/17 00:00:00+00,{D1AB2E3C-6EF0-4C97-9C79-521825D4BC0A}
1847363.3137,6303271.5008,46,8578,Miloslav Kostelecký,"restauratér v Brně, majitel hotelu Avion",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=32315,2019/02/16 00:00:00+00,2020/10/13 00:00:00+00,,1895/02/12 00:00:00+00,1981/02/02 00:00:00+00,60,2023/08/17 00:00:00+00,{834259A3-E4CF-4AF5-BDAC-E61A6F12C64A}
1847465.4604,6303940.5804,47,7889,Marie Berousková,"artistka, zakladatelka artistické skupiny Berondini, členka slavné cirkusové rodiny Berouskových	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31598,,2023/03/24 00:00:00+00,,1907/05/23 00:00:00+00,1992/12/21 00:00:00+00,63,2023/08/17 00:00:00+00,{BF181F2B-6EF8-42A0-85B1-BDE4F3182D23}
1847343.0981,6303026.0702,48,8579,Romuald Kostřica,odborný zubní lékař,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=12784,2019/02/16 00:00:00+00,2019/02/16 00:00:00+00,,1903/10/11 00:00:00+00,,54,2023/08/17 00:00:00+00,{B138372D-61C2-4D53-8B7E-CFC0FA10E43C}
1847104.2844,6303960.0076,49,7890,Vladimír Enenkl,"	profesor termomechaniky na FS VUT, prorektor	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=21993,,,,1920/04/20 00:00:00+00,1991/08/02 00:00:00+00,64,2023/08/17 00:00:00+00,{0455DBF9-478D-4ABF-A1DF-500B8066FCFB}
1846781.3131,6304019.4984,50,7891,Jaroslav Jaroš,"člen opery	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2495,,2023/03/24 00:00:00+00,,1902/09/11 00:00:00+00,1968/11/24 00:00:00+00,63,2023/08/17 00:00:00+00,{A00FFD3F-1EB9-4524-B648-EB82EA8970CD}
1847417.9493,6304067.1561,51,8580,František Kouba,zemský školní inspektor v Brně,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=21907,2019/02/16 00:00:00+00,2019/02/16 00:00:00+00,,,,67,2023/08/17 00:00:00+00,{C09ACDA3-8325-4F27-A441-47381E5AB940}
1847164.2967,6303914.0702,52,7892,Ludmila Tučková,"	klavíristka, profesorka na konzervatoři	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=698,,,,1882/05/21 00:00:00+00,1960/02/25 00:00:00+00,63,2023/08/17 00:00:00+00,{8F557BAB-5E1F-44FF-B6AB-00921F41D45A}
1847168.8385,6304003.2891,53,8581,Jaroslav Koudela,advokát,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=5401,2019/02/16 00:00:00+00,2019/02/16 00:00:00+00,,1885/04/20 00:00:00+00,1910/02/01 00:00:00+00,67,2023/08/17 00:00:00+00,{725F8E77-5256-4D1E-972E-1948A0621812}
1847395.8412,6303674.5971,54,7893,Franz Mareš,"	pedagog	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=240,,,,1862/09/30 00:00:00+00,1941/09/11 00:00:00+00,64,2023/08/17 00:00:00+00,{96C56E80-F95D-42E7-A9D1-964ED51271A9}
1847251.3485,6304121.761,55,7894,František Walouch,"	historik, spisovatel, národní buditel	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31224,,,,1810/04/24 00:00:00+00,1875/03/08 00:00:00+00,64,2023/08/17 00:00:00+00,{D3FFB92B-9833-4E02-8BC5-B6D50AEC0F71}
1847168.9053,6304003.204,56,8582,Josef Koudela,"advokát, zemský a říšský poslanec, přísedící zemského výboru, vlastenecký politik",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2467,2019/02/16 00:00:00+00,2019/02/16 00:00:00+00,,1845/07/02 00:00:00+00,1913/11/01 00:00:00+00,61,2023/08/17 00:00:00+00,{0D2FDC1B-F57E-4FE3-8705-208B3E2E84E7}
1847227.4594,6303858.3259,57,7895,Vlasta Fialová,"	herečka	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2480,,2023/03/24 00:00:00+00,,1928/01/20 00:00:00+00,1998/01/13 00:00:00+00,63,2023/08/17 00:00:00+00,{58E79BD0-BAB8-433E-B67B-422C7D0609BA}
1847168.9944,6304003.255,58,8583,Josef Koudela,bankovní úředník,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=5402,2019/02/16 00:00:00+00,2019/02/16 00:00:00+00,,1886/07/03 00:00:00+00,1928/04/23 00:00:00+00,67,2023/08/17 00:00:00+00,{F9210EB3-4A2A-4A27-90CB-00F6F060F393}
1847281.9503,6303895.3071,59,7896,Zdeněk Řezáč,"	malíř a grafik	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31825,,,,1940/03/02 00:00:00+00,1993/05/31 00:00:00+00,63,2023/08/17 00:00:00+00,{24A12174-CF3E-4A4F-80F9-A9AFD24B102E}
1847168.9053,6304003.255,60,8584,Karel Koudela,advokát v Brně,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=5400,2019/02/16 00:00:00+00,2019/02/16 00:00:00+00,,1882/10/29 00:00:00+00,1919/08/31 00:00:00+00,67,2023/08/17 00:00:00+00,{E5E11750-CA45-4E1F-9600-7AB92D6586A4}
1847189.5662,6303739.4831,61,7897,Františka Kyselková,"	učitelka, etnografka, sběratelka lidových písní	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2508,,,,1865/03/27 00:00:00+00,1951/07/23 00:00:00+00,64,2023/08/17 00:00:00+00,{CEE69D24-3625-48F6-A5DA-38AA4988F137}
1847168.9944,6304003.255,62,8585,Adéla Koudelová,starostka a protektorka Ženské vzdělávací jednoty Vesna v letech 1891–1921,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=5398,2019/02/16 00:00:00+00,2019/02/16 00:00:00+00,,1858/12/14 00:00:00+00,1946/03/17 00:00:00+00,67,2023/08/17 00:00:00+00,{10138593-BF1F-48F4-AD99-2F6CFCF044C6}
1847233.1701,6304155.5253,63,7898,František Slavíček,"	účastník zahraničního odboje	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31483,,,,1915/05/02 00:00:00+00,2004/04/11 00:00:00+00,66,2023/08/17 00:00:00+00,{9321051E-400C-4846-985B-007C5EC1E305}
1847024.8468,6304073.3538,64,8586,František Koutný,lékař v Brně,https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=23281,2019/02/16 00:00:00+00,2019/02/16 00:00:00+00,,1882/11/17 00:00:00+00,,54,2023/08/17 00:00:00+00,{30F1D5B9-1AC7-4C57-AB5B-635318A4DD95}
1847426.5543,6303658.9503,65,7899,Jindřich Rabas,"	stavitel, majitel stavební firmy	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31101,,2020/07/29 00:00:00+00,,1847/08/21 00:00:00+00,1920/07/22 00:00:00+00,51,2023/08/17 00:00:00+00,{ADF8B5D4-D01F-4DE9-96E1-FFA346C92AB5}
1847259.7309,6303127.5035,66,8587,Karel Krafka,"violoncellista, zakládající člen Janáčkova kvarteta",https://www.encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=15269,2019/02/16 00:00:00+00,2019/02/16 00:00:00+00,,1921/01/04 00:00:00+00,1984/07/14 00:00:00+00,63,2023/08/17 00:00:00+00,{2957EF9B-940F-4476-9BA5-B3DF2EE02D70}
1847242.5098,6303849.6425,67,7900,František Jílek,"skladatel, dirigent	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2497,,2023/03/24 00:00:00+00,,1913/05/22 00:00:00+00,1993/09/16 00:00:00+00,63,2023/08/17 00:00:00+00,{CB23F42A-4E4A-42FC-95CC-260526EDE619}
1847239.2036,6303894.7793,68,7901,Jarmila Kurandová,"herečka	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2507,,2023/03/24 00:00:00+00,,1890/01/30 00:00:00+00,1978/12/06 00:00:00+00,63,2023/08/17 00:00:00+00,{57D7529C-3F41-46EE-A768-DFEEF1DA5B02}
1847277.2526,6303742.1052,69,7902,Jiří Kříž,"malíř	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31838,,2019/02/16 00:00:00+00,,1945/09/09 00:00:00+00,1993/06/22 00:00:00+00,63,2023/08/17 00:00:00+00,{ACCB1E8E-3317-43A9-A7B9-1B1CDDAEFD2B}
1847204.0489,6304173.676,70,7903,František Pečinka,"	malíř a básník	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=18576,,2020/04/01 00:00:00+00,,1869/12/26 00:00:00+00,1917/05/14 00:00:00+00,63,2023/08/17 00:00:00+00,{52A60AEC-0D23-4057-9D83-4D477297FD67}
1847175.8628,6303958.6284,71,7904,Jan Trnka,"	vrchní lékař v Nemocnici Milosrdných bratří v Brně	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=24079,,,,1898/12/18 00:00:00+00,1972/01/30 00:00:00+00,56,2023/08/17 00:00:00+00,{2647BD33-6690-4753-A6A4-21E73A7BD08C}
1847443.5082,6303968.3846,72,7905,Konrád Babraj,"sochař	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=1721,,2023/03/24 00:00:00+00,,1959/07/01 00:00:00+00,1963/05/25 00:00:00+00,63,2023/08/17 00:00:00+00,{BD20B4F4-E1B2-4187-A614-C097AC06F447}
1847107.3568,6304033.7497,73,7906,Jiří Vláčil,"	malíř, grafik	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31179,,,,1924/01/17 00:00:00+00,,63,2023/08/17 00:00:00+00,{36C7B591-893A-4D06-B461-993FFD1B89CF}
1847016.932,6303866.3453,74,7907,František Kalousek,"	archeolog, pedagog	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=8019,,,,1901/12/20 00:00:00+00,1988/04/05 00:00:00+00,64,2023/08/17 00:00:00+00,{20DBFF30-B6BA-403F-ABBC-AB1E27602707}
1847258.0388,6303901.9304,75,7908,Jaroslav František Lokša,"herec	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2510,,2023/03/24 00:00:00+00,,1895/09/21 00:00:00+00,1975/04/18 00:00:00+00,63,2023/08/17 00:00:00+00,{37F1D6C3-5482-4782-B920-553D1E3CA077}
1847279.9576,6303908.0429,76,7909,Ladislav Pech,"herec	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=286,,2023/03/24 00:00:00+00,,1866/09/21 00:00:00+00,1942/07/07 00:00:00+00,63,2023/08/17 00:00:00+00,{826D304A-0C6D-4393-89CF-52735AE78960}
