X,Y,ObjectId,ogcfid,title,description,url_1,create_date,last_date,numeric_1,date_1,date_2,list_1,datum_exportu,GlobalID
1847429.6824,6303925.9206,162,7995,Antonín Širůček,"	sochař	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=1722,,2020/04/01 00:00:00+00,,1913/01/31 00:00:00+00,1977/02/22 00:00:00+00,63,2023/08/17 00:00:00+00,{E16B9EED-772C-4A7C-890E-72E5DA10D6C3}
1847305.2383,6303673.916,163,7996,Jan Blaha,"biskup skryté církve	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=16826,,2021/03/17 00:00:00+00,,1938/03/12 00:00:00+00,2012/12/13 00:00:00+00,52,2023/08/17 00:00:00+00,{F94317DC-3D1D-4D13-AA23-B24978FA4489}
1846778.853,6303937.0899,164,7997,Vilém Tauský,"hudební skladatel, dirigent	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2542,,2023/03/24 00:00:00+00,,1910/07/20 00:00:00+00,2004/03/16 00:00:00+00,63,2023/08/17 00:00:00+00,{339B9311-226F-464C-8BFF-D75D74AF48F3}
1847577.3254,6303662.7641,165,7998,Josef Uher,"spisovatel	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2547,,2023/03/24 00:00:00+00,,1880/12/14 00:00:00+00,1908/12/05 00:00:00+00,63,2023/08/17 00:00:00+00,{0C8AD191-4E7C-4E6E-B04F-DF08C1A978C7}
1847263.2375,6303889.0244,166,7999,Eduard Tomášek,"	dělnický funkcionář	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2544,,,,1900/02/25 00:00:00+00,1945/08/29 00:00:00+00,61,2023/08/17 00:00:00+00,{95C2ECF8-EFBC-46FF-BBFF-8B4C0091569A}
1847075.1966,6303975.7742,167,8000,Milan Stehlík,"	architekt, pedagog na FA VUT v Brně	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31324,,2023/03/08 00:00:00+00,,1960/05/02 00:00:00+00,2008/01/20 00:00:00+00,50,2023/08/17 00:00:00+00,{A624F5A7-78E7-4957-A655-11F8C8F49BE8}
1846823.4698,6304066.9688,168,8001,Mary Loukotová,"zpěvoherní herečka, režisérka	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2469,,2023/03/24 00:00:00+00,,1902/12/14 00:00:00+00,1960/06/10 00:00:00+00,63,2023/08/17 00:00:00+00,{E7FFE8E5-2689-48DD-899E-E6138FFFDB30}
1846784.1072,6304064.2956,169,8002,Géza Fischer,"operní pěvec a pedagog	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2481,,2023/03/24 00:00:00+00,,1899/03/25 00:00:00+00,1963/03/04 00:00:00+00,63,2023/08/17 00:00:00+00,{DDADF459-0C83-4A2E-9B60-EB8D2F7F9EB8}
1847145.2833,6304147.114,170,8003,Jan Křivinka,"	veterinární diagnostik, patolog	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=11878,,,,1901/01/20 00:00:00+00,1963/07/08 00:00:00+00,64,2023/08/17 00:00:00+00,{5247D2BB-50E9-47C6-B138-E034A6B545CB}
1847245.1146,6303857.9513,171,8004,Jan Skácel,"básník	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=344,,2023/03/24 00:00:00+00,,1922/02/07 00:00:00+00,1989/11/07 00:00:00+00,63,2023/08/17 00:00:00+00,{5E2EC0C4-AB4A-4179-BAC2-1A0A680672F9}
1847483.7836,6303748.2516,172,8005,Jiří Krystýnek,"	polonista, slavista	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=22283,,,,1913/01/16 00:00:00+00,1991/06/10 00:00:00+00,64,2023/08/17 00:00:00+00,{E1622038-9654-4370-B9A8-C0139EA13FD3}
1847379.032,6303528.8393,173,8006,František Pavlík,"	oběť bojů o zřízení české univerzity v Brně	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=1744,,,,1885/08/06 00:00:00+00,1905/10/02 00:00:00+00,59,2023/08/17 00:00:00+00,{3AFCF634-3341-4322-9418-B15E01A04072}
1847357.6253,6304059.9538,174,8007,Řehoř Josef Papež,"	augustinián, politický vězeň	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31695,,,,1917/02/25 00:00:00+00,1970/10/14 00:00:00+00,52,2023/08/17 00:00:00+00,{F4A5984C-E6EF-41E2-9816-1E90CAACF9E8}
1847230.0086,6303855.772,175,8008,Gustav Brom,"hudebník a dirigent	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2472,,2023/03/24 00:00:00+00,,1921/05/22 00:00:00+00,1995/09/25 00:00:00+00,63,2023/08/17 00:00:00+00,{29BBA45A-0113-4547-BE9D-0D5FEF0173CC}
1847247.4301,6304109.3144,176,8009,Vojtěch Šaff,"	sochař	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2162,,2020/04/01 00:00:00+00,,1865/06/17 00:00:00+00,1923/12/26 00:00:00+00,63,2023/08/17 00:00:00+00,{847D1A99-8FD9-4723-81ED-42D298BF6762}
1847444.165,6303866.1921,177,8010,Václav Šindler,"	operní pěvec	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=10891,,2018/11/12 00:00:00+00,,1893/05/13 00:00:00+00,1952/07/30 00:00:00+00,63,2023/08/17 00:00:00+00,{701CF33A-43C3-4A52-9748-901775905E10}
1846988.2227,6303707.321,178,8011,Josef Růžek,"	letecký inženýr	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31500,,,,1929/09/20 00:00:00+00,2014/03/14 00:00:00+00,64,2023/08/17 00:00:00+00,{6C3A4956-23C1-4B6A-B304-49C3A9AB2CB0}
1847228.8509,6303896.516,179,8012,Josef Adolf Šálek,"	architekt, scénograf	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2537,,2020/07/29 00:00:00+00,,1911/09/14 00:00:00+00,1990/03/28 00:00:00+00,51,2023/08/17 00:00:00+00,{937642AA-24A3-4EEC-9039-08080322BA99}
1847260.6882,6303891.4592,180,8013,Oldřich Peloušek,"	vynálezce a zlepšovatel	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2524,,2018/11/12 00:00:00+00,,1905/01/09 00:00:00+00,1969/12/05 00:00:00+00,64,2023/08/17 00:00:00+00,{ED2112E5-2A41-4D98-B2B6-2C1C72D9FA1E}
1847584.6948,6303589.8935,181,8014,Jindra Nekvasil,"	archeolog	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31938,,,,1926/07/08 00:00:00+00,2009/04/10 00:00:00+00,64,2023/08/17 00:00:00+00,{0ADFCE37-0AE6-4046-979D-AF1C6C1034ED}
1846941.5241,6304100.3072,182,8015,Vladimír Štědroň,"hudební skladatel	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=6912,,2023/06/13 00:00:00+00,,1900/03/30 00:00:00+00,1982/12/12 00:00:00+00,63,2023/08/17 00:00:00+00,{9CFE3DE6-F197-40F5-AD48-3A01FAEF2FBA}
1847143.0681,6304160.7014,183,8016,Jan Procházka,"zakladatel prvního velkého papírenského podniku v Brně	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=6618,,2020/09/25 00:00:00+00,,1868/07/02 00:00:00+00,1911/05/21 00:00:00+00,60,2023/08/17 00:00:00+00,{DD8AB1F6-98B5-421B-A68A-253BB28DC092}
1847279.9576,6303908.0429,184,8017,Milan Zezula,"	akademický malíř a divadelní výtvarník	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=8814,,2018/11/07 00:00:00+00,,1921/07/26 00:00:00+00,1992/07/22 00:00:00+00,63,2023/08/17 00:00:00+00,{E2941CC9-A239-4E85-B1F7-59A6F9349CE9}
1847548.3378,6303786.6455,185,8018,Štěpán Mátl,"	hudebník a zpěvák	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31775,,,,1939/08/07 00:00:00+00,2015/04/13 00:00:00+00,63,2023/08/17 00:00:00+00,{CDA3A208-F61B-49EC-9136-6B179DED9537}
1847064.4431,6304160.3609,186,8019,František Pulec,"	bohemista, germanista	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31199,,,,1887/11/30 00:00:00+00,1951/04/15 00:00:00+00,64,2023/08/17 00:00:00+00,{1A7361DB-EE9A-429A-A63C-E59AFC059713}
1847254.3764,6303894.9836,187,8020,Bohumila Juranová,"	členka ženského dělnického hnutí	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=154,,,,1892/01/26 00:00:00+00,1970/06/28 00:00:00+00,61,2023/08/17 00:00:00+00,{16FC4C2A-75A1-49BA-A851-9964A03419A3}
1847232.9252,6303889.9608,188,8021,Oldřich Mikulášek,"básník	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=250,,2023/03/24 00:00:00+00,,1910/05/26 00:00:00+00,1985/07/13 00:00:00+00,63,2023/08/17 00:00:00+00,{A9023A6D-8E43-46D6-AA36-90F478DE5E7F}
1847362.3675,6304060.737,189,8022,Karel Ignác Fanfrdla,"augustinián, politický vězeň, akce 1.9. 1939 	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=24136,,2021/03/17 00:00:00+00,,1893/01/01 00:00:00+00,1973/05/21 00:00:00+00,52,2023/08/17 00:00:00+00,{297FBEB1-2B23-416A-9120-8F896C38BA9F}
1847357.6253,6304059.9538,190,8023,Florián Fulgenc Jančík,"	austinián, politický vězeň	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31693,,,,1912/01/06 00:00:00+00,1973/01/08 00:00:00+00,52,2023/08/17 00:00:00+00,{E819106A-7D82-4ED7-906D-CF3679B60C8D}
1847379.8112,6303855.5166,191,8024,Josef Merhaut,"spisovatel, novinář	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=247,,2023/03/24 00:00:00+00,,1863/10/13 00:00:00+00,1907/09/05 00:00:00+00,63,2023/08/17 00:00:00+00,{43F7E1E3-B7EB-47B2-A3D6-CF49C0A408A1}
1846776.4596,6303964.3323,192,8025,Jan Máša,"	novinář, náměstek starosty, podporoval vznik brněnského výstaviště, letiště a škol	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2513,,,,1867/06/24 00:00:00+00,1933/02/27 00:00:00+00,61,2023/08/17 00:00:00+00,{B9B37E77-3A10-43D3-B0DF-8969F5F30C47}
1847274.2136,6303875.6076,193,8026,Karel Hospodský,"herec	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2492,,2023/03/24 00:00:00+00,,1900/03/14 00:00:00+00,1966/08/15 00:00:00+00,63,2023/08/17 00:00:00+00,{CF54A39C-7447-48A8-B705-83368ADA3A1A}
1847301.4534,6303909.9328,194,8027,Ladislav Lakomý,"herec, pedagog	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=11989,,2023/03/24 00:00:00+00,,1931/11/14 00:00:00+00,2011/04/11 00:00:00+00,63,2023/08/17 00:00:00+00,{3214DBEF-6951-4630-9DC7-F8AB92FFDA71}
1847575.3216,6303713.1268,195,8028,Klement Vepřek,"	pedagog, odborný spisovtel, filolog	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=18577,,,,1863/10/14 00:00:00+00,1909/06/07 00:00:00+00,64,2023/08/17 00:00:00+00,{4274680E-4175-48BD-AAC6-9ED3DAF8D762}
1847229.3629,6303883.8484,196,8029,Oldřich Vykypěl,"herec	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2551,,2023/03/24 00:00:00+00,,1912/02/27 00:00:00+00,1983/02/21 00:00:00+00,63,2023/08/17 00:00:00+00,{201EE767-90C1-46FF-8E10-75826D40A480}
1847279.9576,6303908.0429,197,8030,Olga Zezulová,"režisérka, spisovatelka, překladatelka	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=8813,,2023/03/24 00:00:00+00,,1922/09/17 00:00:00+00,2001/08/28 00:00:00+00,63,2023/08/17 00:00:00+00,{A76424B0-BF1D-42BE-B658-0D442B6B562F}
1847415.5225,6303837.2814,198,8031,Kuneš Kunz,"	zakladatel brněnského českého školství, novinář, zemský úředník a národní pracovník	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=211,,,,1846/02/18 00:00:00+00,1890/06/17 00:00:00+00,61,2023/08/17 00:00:00+00,{B88C0856-96C3-433A-9422-03FE9039CD07}
1847222.6504,6303887.9177,199,8032,Jan Novák,"hudební skladatel	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=4170,,2023/03/24 00:00:00+00,,1921/04/08 00:00:00+00,1984/11/17 00:00:00+00,63,2023/08/17 00:00:00+00,{A34F336F-2ED2-4FBC-8EED-16C04957C252}
1847183.3435,6303874.9776,200,8034,Otakar Maška,"	středoškolský pedagog, autor publikací z oboru matematiky a fyziky	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2834,,,,1886/07/17 00:00:00+00,1977/05/25 00:00:00+00,64,2023/08/17 00:00:00+00,{C1AB399E-68AC-4764-A1FD-2C451C30E364}
1847187.2285,6303851.0557,201,8035,Alexandra Čvanová,"	pěvkyně	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=19239,,,,1897/04/12 00:00:00+00,1939/05/20 00:00:00+00,63,2023/08/17 00:00:00+00,{1DAAEBF8-1593-4DC8-B9A6-CDC912F455FE}
1846779.0645,6303939.3715,202,8036,Jiří Pinkas,"dirigent, pianista, sbormistr	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2526,,2023/03/24 00:00:00+00,,1920/10/28 00:00:00+00,2003/07/01 00:00:00+00,63,2023/08/17 00:00:00+00,{20DC6766-0A02-4D02-AC23-738DF821E8CC}
1847362.3563,6304060.737,203,8037,František Gabriel,"	augustinián, politický vězeň	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31692,,,,1906/10/09 00:00:00+00,1971/12/05 00:00:00+00,52,2023/08/17 00:00:00+00,{0553C186-FC75-40DE-9CDC-6C708926141C}
1847459.2266,6303564.3208,204,8038,Rudolf Singule,"	rakousko-uherské ponorkové eso z 1. světové války	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=6501,,,,1883/04/08 00:00:00+00,1945/05/02 00:00:00+00,66,2023/08/17 00:00:00+00,{0CAF7780-20AA-4CCF-AA94-21136D175F5F}
1847362.3675,6304060.737,205,8039,Ambrož Milan Matějíček,"	augustinián 	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=22486,,2018/11/07 00:00:00+00,,1928/04/17 00:00:00+00,2005/05/15 00:00:00+00,52,2023/08/17 00:00:00+00,{66725E49-1BB9-45E1-BD68-61581598ADCF}
1846953.8806,6304004.9747,206,8040,Zdenka Janáčková,"	manželka L. Janáčka, správkyně jeho umělecko odkazu	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=139,,2018/11/20 00:00:00+00,,1865/07/30 00:00:00+00,1938/02/17 00:00:00+00,67,2023/08/17 00:00:00+00,{44EF5111-98F1-429F-A7E3-9BF6D0268F82}
1847362.3675,6304060.737,207,8041,František Pavel Šesták,"augustinián, politický vězeň	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31691,,2021/03/17 00:00:00+00,,1916/01/05 00:00:00+00,1976/01/23 00:00:00+00,52,2023/08/17 00:00:00+00,{1DD9C6AF-1D20-491C-951A-B60693E584FF}
1847404.7468,6303985.4963,208,8042,Václav Berousek,"artista, provazochodec, člen slavné cirkusové rodiny Berouskových	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31595,,2023/03/24 00:00:00+00,,1903/05/21 00:00:00+00,1972/05/23 00:00:00+00,63,2023/08/17 00:00:00+00,{A837B6F2-AAFE-45F6-B586-7062A0A89211}
1847423.9828,6304175.1913,209,8043,Adolf Ripka,"	podnikatel ve výrobě barviv, velkoobchodník, poslanec	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=12654,,2020/09/22 00:00:00+00,,1812/09/29 00:00:00+00,1884/02/17 00:00:00+00,60,2023/08/17 00:00:00+00,{AE2CC6D2-364D-45C8-8AC9-FAC2A4489629}
1847290.6109,6303009.3691,210,8044,Otýn Otakar Břenek,"spisovatel, novinář	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=35,,2023/06/13 00:00:00+00,,1870/03/23 00:00:00+00,1926/01/28 00:00:00+00,63,2023/08/17 00:00:00+00,{96F27CAE-7AB6-4392-9EB1-777A5A37C0A2}
1847543.5177,6303677.5255,211,8045,Karel Kyas,"	filolog, lektor lužickosrbského jazyka, překladate	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=12819,,,,1881/10/12 00:00:00+00,1958/11/13 00:00:00+00,64,2023/08/17 00:00:00+00,{68AC747E-93F1-4CD6-8FF5-D96110F74D7F}
1847423.9828,6304175.1913,212,8046,Karel Ripka,"	velkoobchodník, bratr Adolfa Ripky	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=21267,,2020/09/22 00:00:00+00,,1818/11/04 00:00:00+00,1874/04/29 00:00:00+00,60,2023/08/17 00:00:00+00,{7A83B797-7C4B-40CE-88BA-AB9E0BCF76AE}
1847570.0896,6303683.11,213,8047,Ladislav Pluhař,"	politik, osobnost brněnského veřejného života, odboj	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2567,,,,1865/06/18 00:00:00+00,1940/05/06 00:00:00+00,61,2023/08/17 00:00:00+00,{125E0FA9-C4EB-4C24-8D79-69388ABA888C}
1847362.3563,6304060.737,214,8048,Štěpán František Peška,"	augustinián, politický vězeň	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31694,,,,1899/10/24 00:00:00+00,1982/12/12 00:00:00+00,52,2023/08/17 00:00:00+00,{9865E4FD-92F5-4BD1-B52E-FE156516A1A7}
1847067.0369,6303581.2955,215,8049,Jaroslav Stránský,"	novinář, politik, syn Adolfa Stránského	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=662,,,,1884/01/15 00:00:00+00,1973/08/13 00:00:00+00,61,2023/08/17 00:00:00+00,{9231E10D-36C1-42DF-ACDD-B2F8568EEBF8}
1847345.7363,6303634.0414,216,8050,Oldřich Večerek,"	II. zahraniční odboj	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=7980,,,,1906/03/01 00:00:00+00,,66,2023/08/17 00:00:00+00,{A3440B52-2F11-47FA-9277-A9A9CA97CE78}
1847149.0459,6304123.8893,217,8051,Vincenc Brandl,"	historik a archivář	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=33,,,,1833/04/05 00:00:00+00,1901/12/23 00:00:00+00,64,2023/08/17 00:00:00+00,{0F5447D3-73F8-4AE3-A34E-81C4B8DB39AD}
1847230.5652,6303867.9968,218,8052,Vladimír Pazourek,"	redaktor	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2523,,2018/11/07 00:00:00+00,,1907/08/18 00:00:00+00,1987/02/11 00:00:00+00,58,2023/08/17 00:00:00+00,{D433DE76-4D69-4AF9-8DD9-B2BF434D37A8}
1846783.4393,6304047.967,219,8053,Vítězslav Veselý,"	profesor VUT	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2249,,2018/11/07 00:00:00+00,,1877/12/29 00:00:00+00,1964/06/07 00:00:00+00,64,2023/08/17 00:00:00+00,{63EBFB2B-DAD0-4D3A-A05B-BD4ACBB7C050}
1846988.3228,6303596.6187,220,8054,Cyril Metoděj Hrazdíra,"	hudebník, skladatel	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=12233,,,,1868/01/17 00:00:00+00,1926/12/03 00:00:00+00,63,2023/08/17 00:00:00+00,{6CAF1918-3D06-4C7E-80CB-84B63706B1B9}
1847266.4212,6303858.0705,221,8055,Linka Procházková,"	malířka, životní partnerka malíře Antonína Procházky	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=1756,,2020/04/01 00:00:00+00,,1884/01/23 00:00:00+00,1960/10/21 00:00:00+00,63,2023/08/17 00:00:00+00,{A8DA85FD-8FFD-4038-B384-7C81231530CB}
1846943.3498,6304127.8055,222,8056,Vlastimil Moravec,"	cyklista, vítěz Závodu míru	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=5922,,,,1949/05/07 00:00:00+00,1986/04/15 00:00:00+00,62,2023/08/17 00:00:00+00,{4CE65D89-7E77-45EE-BAE9-BF9754991A4D}
1847272.7441,6303887.9687,223,8057,Vilém Petrželka,"hudební skladatel a pedagog	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2525,,2023/03/24 00:00:00+00,,1889/09/10 00:00:00+00,1967/01/08 00:00:00+00,63,2023/08/17 00:00:00+00,{3F5AABDB-6531-4375-8BC6-DAD1BF24E954}
1847216.2718,6303605.2678,224,8058,František Filip,"tzv. Bezruký Frantík, podnikatel	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=14161,,2023/03/24 00:00:00+00,,1904/02/20 00:00:00+00,1957/02/13 00:00:00+00,63,2023/08/17 00:00:00+00,{7EDE0B94-7DBF-4DD0-B038-53AE0EDCA8E7}
1847429.8605,6303652.838,225,8059,František Miloš Wurm,"	francouzský legionář	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2090,,2018/11/07 00:00:00+00,,1892/11/22 00:00:00+00,1918/10/24 00:00:00+00,66,2023/08/17 00:00:00+00,{32DADD07-E74C-4310-BA2E-E5CF832FF4DE}
1847135.4649,6304199.1653,226,8060,Josef Dobrovský,"jazykovědec, zakladatel slavistiky, kněz	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=53,,2021/03/18 00:00:00+00,,1753/08/17 00:00:00+00,1829/01/06 00:00:00+00,64,2023/08/17 00:00:00+00,{D0BC42C1-3B8B-440D-8EFD-04BE33309D90}
1847085.2265,6303749.7499,227,8061,Cecilie Strádalová,"	operní pěvkyně	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=11781,,,,1923/11/03 00:00:00+00,1994/10/25 00:00:00+00,63,2023/08/17 00:00:00+00,{B0905160-466C-4A1B-86C0-4843A3A8B605}
1847396.0861,6303822.5197,228,8062,Miloš Rejnuš,"	historik, spisovatel	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=8823,,,,1932/04/25 00:00:00+00,1964/09/13 00:00:00+00,64,2023/08/17 00:00:00+00,{7ADE073E-E086-40B5-8454-7D6CC976BD08}
1847319.1755,6303627.9462,229,8063,František Šujan,"	historik	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=389,,,,1859/07/03 00:00:00+00,1944/07/19 00:00:00+00,64,2023/08/17 00:00:00+00,{D79D8F0E-564D-49A3-9683-078745FA5BD8}
1847490.9415,6304169.6065,230,8064,Pavel Křížkovský,"hudební skladatel a dirigent, regenschori, kněz, učitel Leoše Janáčka	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=207,,2021/03/18 00:00:00+00,,1820/01/09 00:00:00+00,1885/05/08 00:00:00+00,63,2023/08/17 00:00:00+00,{86633A21-6897-4F24-B6D4-B1043762E9C9}
1847034.1753,6304107.6968,231,8065,František Volavý,"	motocyklový závodník	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=31173,,,,1920/11/24 00:00:00+00,1994/07/14 00:00:00+00,62,2023/08/17 00:00:00+00,{890CA4E1-0C93-40DA-85A1-01CBAEC545AC}
1847254.254,6303903.2074,232,8066,Eduard Milén,"	malíř	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2515,,2020/04/01 00:00:00+00,,1891/03/18 00:00:00+00,1976/05/19 00:00:00+00,63,2023/08/17 00:00:00+00,{BF5BFE0D-5D4A-4088-A477-5040B718A6F0}
1846919.0487,6304038.5512,233,8067,Václav Jelínek,"	sociální pracovník	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=22796,,,,1878/02/06 00:00:00+00,,61,2023/08/17 00:00:00+00,{3EE00ECF-3855-477E-A988-6B23764CC646}
1846776.2147,6303920.0805,234,8068,Vlastimil Bubník,"	hokejista, fotbalista, hokejový trenér	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=14089,,,,1931/03/18 00:00:00+00,2015/01/06 00:00:00+00,62,2023/08/17 00:00:00+00,{E27EC0FC-B896-473B-93BC-CE9DBAC0ECA1}
1847321.1236,6303876.8165,235,8069,Antonín Vašek,"	jazykovědec, národní buditel, odpůrce pravosti rukopisů	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=424,,,,1829/11/11 00:00:00+00,1880/12/13 00:00:00+00,64,2023/08/17 00:00:00+00,{D34A6855-1233-428D-BFF7-5D4CCFFC762A}
1847200.7984,6303505.9399,236,8070,Jožo Barvič,"zakladatel prvního českého knihkupectví v Brně	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=19,,2020/08/31 00:00:00+00,,1853/08/14 00:00:00+00,1924/01/03 00:00:00+00,60,2023/08/17 00:00:00+00,{A905D8EF-D8F2-42EF-95CD-EF1E8CA6FC1B}
1846822.5904,6304061.6735,237,8071,Antonín Balatka,"hudební skladatel, dirigent	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2437,,2023/03/24 00:00:00+00,,1895/10/27 00:00:00+00,1958/06/25 00:00:00+00,63,2023/08/17 00:00:00+00,{6BE0E736-08F6-4DD0-B56F-2B2DE8693A53}
1846784.7529,6304069.625,238,8072,Karel Kapoun,"brněnský básník	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2500,,2023/03/24 00:00:00+00,,1902/10/31 00:00:00+00,1963/06/10 00:00:00+00,63,2023/08/17 00:00:00+00,{9DA56A07-099F-42B7-BA39-24F5A7735087}
1847246.4505,6303523.1357,239,8073,Hynek Konečný,"	redaktor	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2501,,,,1888/02/01 00:00:00+00,1964/04/07 00:00:00+00,58,2023/08/17 00:00:00+00,{FA0A612A-8379-42AB-BE55-24D2AF4D3530}
1847231.2999,6303898.6443,240,8075,Jan Pospíšil,"	vrchní magistrátní rada	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2527,,,,1874/10/18 00:00:00+00,1936/07/28 00:00:00+00,61,2023/08/17 00:00:00+00,{8F8DF414-D864-4D6D-91C6-2B7B732F9A82}
1847164.9535,6303908.4515,241,8076,Jaroslav Svrček,"	divadelní kritik, člen Devětsilu, autor monografií	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=14400,,,,1887/11/21 00:00:00+00,1978/06/14 00:00:00+00,64,2023/08/17 00:00:00+00,{E2ECBB65-4FE4-43D7-925A-E6B4DB3BA284}
1846820.8983,6304041.565,242,8077,Gracian Černušák,"	pedagog a hudebník	",http://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=2474,,,,1882/12/19 00:00:00+00,1961/10/13 00:00:00+00,64,2023/08/17 00:00:00+00,{F74A88F6-BAE5-4278-B92F-EA7E177D4C3A}
